MISSION ELAPSED TIME (min),WPSA,WPSA Range,DS54,DS54 Range,DS24,Range DS24,DS34,Range DS34
1676.276718,1,140245.8894,1,103150.453,0,0,0,0
1677.276718,1,140245.8894,1,103150.453,0,0,0,0
1678.276718,1,140245.8894,1,103150.453,0,0,0,0
1679.276718,1,140245.8894,1,103150.453,0,0,0,0
1680.276718,1,140245.8894,1,103150.453,0,0,0,0
1681.276718,1,140245.8894,1,103150.453,0,0,0,0
1682.276718,1,140245.8894,1,103150.453,0,0,0,0
1683.276718,1,140245.8894,1,103150.453,0,0,0,0
1684.276718,1,140245.8894,1,103150.453,0,0,0,0
1685.276718,1,140245.8894,1,103150.453,0,0,0,0
1686.276718,1,140245.8894,1,103150.453,0,0,0,0
1687.276718,1,140245.8894,1,103150.453,0,0,0,0
1688.276718,1,140245.8894,1,103150.453,0,0,0,0
1689.276718,1,140245.8894,1,103150.453,0,0,0,0
1690.276718,1,140245.8894,1,103150.453,0,0,0,0
1691.276718,1,140245.8894,1,103150.453,0,0,0,0
1692.276718,1,140245.8894,1,103150.453,0,0,0,0
1693.276718,1,140245.8894,1,103150.453,0,0,0,0
1694.276718,1,140245.8894,1,103150.453,0,0,0,0
1695.276718,1,140245.8894,1,103150.453,0,0,0,0
1696.276718,1,140245.8894,1,103150.453,0,0,0,0
1697.276718,1,140245.8894,1,103150.453,0,0,0,0
1698.276718,1,140245.8894,1,103150.453,0,0,0,0
1699.276718,1,140245.8894,1,103150.453,0,0,0,0
1700.276718,1,140245.8894,1,103150.453,0,0,0,0
1701.276718,1,140245.8894,1,103150.453,0,0,0,0
1702.276718,1,140245.8894,1,103150.453,0,0,0,0
1703.276718,1,140245.8894,1,103150.453,0,0,0,0
1704.276718,1,140245.8894,1,103150.453,0,0,0,0
1705.276718,1,140245.8894,1,103150.453,0,0,0,0
1706.276718,1,140245.8894,1,103150.453,0,0,0,0
1707.276718,1,140245.8894,1,103150.453,0,0,0,0
1708.276718,1,140245.8894,1,103150.453,0,0,0,0
1709.276718,1,140245.8894,1,103150.453,0,0,0,0
1710.276718,1,140245.8894,1,103150.453,0,0,0,0
1711.276718,1,140245.8894,1,103150.453,0,0,0,0
1712.276718,1,140245.8894,1,103150.453,0,0,0,0
1713.276718,1,140245.8894,1,103150.453,0,0,0,0
1714.276718,1,140245.8894,1,103150.453,0,0,0,0
1715.276718,1,140245.8894,1,103150.453,0,0,0,0
1716.276718,1,140245.8894,1,103150.453,0,0,0,0
1717.276718,1,140245.8894,1,103150.453,0,0,0,0
1718.276718,1,140245.8894,1,103150.453,0,0,0,0
1719.276718,1,140245.8894,1,103150.453,0,0,0,0
1720.276718,1,140245.8894,1,103150.453,0,0,0,0
1721.276718,1,140245.8894,1,103150.453,0,0,0,0
1722.276718,1,140245.8894,1,103150.453,0,0,0,0
1723.276718,1,140245.8894,1,103150.453,0,0,0,0
1724.276718,1,140245.8894,1,103150.453,0,0,0,0
1725.276718,1,140245.8894,1,103150.453,0,0,0,0
1726.276718,1,140245.8894,1,103150.453,0,0,0,0
1727.276718,1,140245.8894,1,103150.453,0,0,0,0
1728.276718,1,140245.8894,1,103150.453,0,0,0,0
1729.276718,1,140245.8894,1,103150.453,0,0,0,0
1730.276718,1,140245.8894,1,103150.453,0,0,0,0
1731.276718,1,140245.8894,1,103150.453,0,0,0,0
1732.276718,1,140245.8894,1,103150.453,0,0,0,0
1733.276718,1,140245.8894,1,103150.453,0,0,0,0
1734.276718,1,140245.8894,1,103150.453,0,0,0,0
1735.276718,1,140245.8894,1,103150.453,0,0,0,0
1736.276718,1,140245.8894,1,103150.453,0,0,0,0
1737.276718,1,140245.8894,1,103150.453,0,0,0,0
1738.276718,1,140245.8894,1,103150.453,0,0,0,0
1739.276718,1,140245.8894,1,103150.453,0,0,0,0
1740.276718,1,140245.8894,1,103150.453,0,0,0,0
1741.276718,1,140245.8894,1,103150.453,0,0,0,0
1742.276718,1,140245.8894,1,103150.453,0,0,0,0
1743.276718,1,140245.8894,1,103150.453,0,0,0,0
1744.276718,1,140245.8894,1,103150.453,0,0,0,0
1745.276718,1,140245.8894,1,103150.453,0,0,0,0
1746.276718,1,140245.8894,1,103150.453,0,0,0,0
1747.276718,1,140245.8894,1,103150.453,0,0,0,0
1748.276718,1,140245.8894,1,103150.453,0,0,0,0
1749.276718,1,140245.8894,1,103150.453,0,0,0,0
1750.276718,1,140245.8894,1,103150.453,0,0,0,0
1751.276718,1,140245.8894,1,103150.453,0,0,0,0
1752.276718,1,140245.8894,1,103150.453,0,0,0,0
1753.276718,1,140245.8894,1,103150.453,0,0,0,0
1754.276718,1,140245.8894,1,103150.453,0,0,0,0
1755.276718,1,140245.8894,1,103150.453,0,0,0,0
1756.276718,1,140245.8894,1,103150.453,0,0,0,0
1757.276718,1,140245.8894,1,103150.453,0,0,0,0
1758.276718,1,140245.8894,1,103150.453,0,0,0,0
1759.276718,1,140245.8894,1,103150.453,0,0,0,0
1760.276718,1,140245.8894,1,103150.453,0,0,0,0
1761.276718,1,140245.8894,1,103150.453,0,0,0,0
1762.276718,1,140245.8894,1,103150.453,0,0,0,0
1763.276718,1,140245.8894,1,103150.453,0,0,0,0
1764.276718,1,140245.8894,1,103150.453,0,0,0,0
1765.276718,1,140245.8894,1,103150.453,0,0,0,0
1766.276718,1,140245.8894,1,103150.453,0,0,0,0
1767.276718,1,140245.8894,1,103150.453,0,0,0,0
1768.276718,1,140245.8894,1,103150.453,0,0,0,0
1769.276718,1,140245.8894,1,103150.453,0,0,0,0
1770.276718,1,140245.8894,1,103150.453,0,0,0,0
1771.276718,1,140245.8894,1,103150.453,0,0,0,0
1772.276718,1,140245.8894,1,103150.453,0,0,0,0
1773.276718,1,140245.8894,1,103150.453,0,0,0,0
1774.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1775.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1776.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1777.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1778.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1779.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1780.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1781.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1782.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1783.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1784.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1785.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1786.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1787.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1788.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1789.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1790.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1791.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1792.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1793.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1794.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1795.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1796.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1797.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1798.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1799.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1800.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1801.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1802.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1803.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1804.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1805.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1806.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1807.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1808.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1809.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1810.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1811.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1812.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1813.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1814.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1815.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1816.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1817.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1818.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1819.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1820.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1821.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1822.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1823.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1824.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1825.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1826.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1827.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1828.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1829.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1830.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1831.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1832.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1833.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1834.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1835.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1836.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1837.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1838.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1839.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1840.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1841.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1842.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1843.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1844.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1845.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1846.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1847.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1848.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1849.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1850.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1851.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1852.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1853.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1854.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1855.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1856.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1857.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1858.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1859.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1860.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1861.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1862.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1863.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1864.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1865.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1866.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1867.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1868.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1869.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1870.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1871.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1872.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1873.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1874.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1875.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1876.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1877.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1878.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1879.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1880.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1881.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1882.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1883.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1884.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1885.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1886.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1887.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1888.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1889.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1890.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1891.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1892.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1893.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1894.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1895.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1896.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1897.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1898.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1899.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1900.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1901.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1902.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1903.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1904.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1905.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1906.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1907.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1908.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1909.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1910.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1911.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1912.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1913.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1914.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1915.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1916.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1917.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1918.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1919.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1920.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1921.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1922.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1923.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1924.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1925.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1926.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1927.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1928.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1929.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1930.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1931.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1932.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1933.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1934.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1935.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1936.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1937.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1938.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1939.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1940.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1941.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1942.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1943.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1944.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1945.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1946.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1947.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1948.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1949.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1950.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1951.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1952.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1953.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1954.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1955.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1956.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1957.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1958.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1959.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1960.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1961.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1962.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1963.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1964.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1965.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1966.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1967.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1968.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1969.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1970.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1971.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1972.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1973.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1974.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1975.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1976.276718,1,140245.8894,1,103150.453,1,159802.4909,0,0
1977.276718,1,140245.8894,0,0,1,159802.4909,0,0
1978.276718,1,140245.8894,0,0,1,159802.4909,0,0
1979.276718,1,140245.8894,0,0,1,159802.4909,0,0
1980.276718,1,140245.8894,0,0,1,159802.4909,0,0
1981.276718,1,140245.8894,0,0,1,159802.4909,0,0
1982.276718,1,140245.8894,0,0,1,159802.4909,0,0
1983.276718,1,140245.8894,0,0,1,159802.4909,0,0
1984.276718,1,140245.8894,0,0,1,159802.4909,0,0
1985.276718,1,140245.8894,0,0,1,159802.4909,0,0
1986.276718,1,140245.8894,0,0,1,159802.4909,0,0
1987.276718,1,140245.8894,0,0,1,159802.4909,0,0
1988.276718,1,140245.8894,0,0,1,159802.4909,0,0
1989.276718,1,140245.8894,0,0,1,159802.4909,0,0
1990.276718,1,140245.8894,0,0,1,159802.4909,0,0
1991.276718,1,140245.8894,0,0,1,159802.4909,0,0
1992.276718,1,140245.8894,0,0,1,159802.4909,0,0
1993.276718,1,140245.8894,0,0,1,159802.4909,0,0
1994.276718,1,140245.8894,0,0,1,159802.4909,0,0
1995.276718,1,140245.8894,0,0,1,159802.4909,0,0
1996.276718,1,140245.8894,0,0,1,159802.4909,0,0
1997.276718,1,140245.8894,0,0,1,159802.4909,0,0
1998.276718,1,140245.8894,0,0,1,159802.4909,0,0
1999.276718,1,140245.8894,0,0,1,159802.4909,0,0
2000.276718,1,140245.8894,0,0,1,159802.4909,0,0
2001.276718,1,140245.8894,0,0,1,159802.4909,0,0
2002.276718,1,140245.8894,0,0,1,159802.4909,0,0
2003.276718,1,140245.8894,0,0,1,159802.4909,0,0
2004.276718,1,140245.8894,0,0,1,159802.4909,0,0
2005.276718,1,140245.8894,0,0,1,159802.4909,0,0
2006.276718,1,140245.8894,0,0,1,159802.4909,0,0
2007.276718,1,140245.8894,0,0,1,159802.4909,0,0
2008.276718,1,140245.8894,0,0,1,159802.4909,0,0
2009.276718,1,140245.8894,0,0,1,159802.4909,0,0
2010.276718,1,140245.8894,0,0,1,159802.4909,0,0
2011.276718,1,140245.8894,0,0,1,159802.4909,0,0
2012.276718,1,140245.8894,0,0,1,159802.4909,0,0
2013.276718,1,140245.8894,0,0,1,159802.4909,0,0
2014.276718,1,140245.8894,0,0,1,159802.4909,0,0
2015.276718,1,140245.8894,0,0,1,159802.4909,0,0
2016.276718,1,140245.8894,0,0,1,159802.4909,0,0
2017.276718,1,140245.8894,0,0,1,159802.4909,0,0
2018.276718,1,140245.8894,0,0,1,159802.4909,0,0
2019.276718,1,140245.8894,0,0,1,159802.4909,0,0
2020.276718,1,140245.8894,0,0,1,159802.4909,0,0
2021.276718,1,140245.8894,0,0,1,159802.4909,0,0
2022.276718,1,140245.8894,0,0,1,159802.4909,0,0
2023.276718,1,140245.8894,0,0,1,159802.4909,0,0
2024.276718,1,140245.8894,0,0,1,159802.4909,0,0
2025.276718,1,140245.8894,0,0,1,159802.4909,0,0
2026.276718,1,140245.8894,0,0,1,159802.4909,0,0
2027.276718,1,140245.8894,0,0,1,159802.4909,0,0
2028.276718,1,140245.8894,0,0,1,159802.4909,0,0
2029.276718,1,140245.8894,0,0,1,159802.4909,0,0
2030.276718,1,140245.8894,0,0,1,159802.4909,0,0
2031.276718,1,140245.8894,0,0,1,159802.4909,0,0
2032.276718,1,140245.8894,0,0,1,159802.4909,0,0
2033.276718,1,140245.8894,0,0,1,159802.4909,0,0
2034.276718,1,140245.8894,0,0,1,159802.4909,0,0
2035.276718,1,140245.8894,0,0,1,159802.4909,0,0
2036.276718,1,140245.8894,0,0,1,159802.4909,0,0
2037.276718,1,140245.8894,0,0,1,159802.4909,0,0
2038.276718,1,140245.8894,0,0,1,159802.4909,0,0
2039.276718,1,140245.8894,0,0,1,159802.4909,0,0
2040.276718,1,140245.8894,0,0,1,159802.4909,0,0
2041.276718,1,140245.8894,0,0,1,159802.4909,0,0
2042.276718,1,140245.8894,0,0,1,159802.4909,0,0
2043.276718,1,140245.8894,0,0,1,159802.4909,0,0
2044.276718,1,140245.8894,0,0,1,159802.4909,0,0
2045.276718,1,140245.8894,0,0,1,159802.4909,0,0
2046.276718,1,140245.8894,0,0,1,159802.4909,0,0
2047.276718,1,140245.8894,0,0,1,159802.4909,0,0
2048.276718,1,140245.8894,0,0,1,159802.4909,0,0
2049.276718,1,140245.8894,0,0,1,159802.4909,0,0
2050.276718,1,140245.8894,0,0,1,159802.4909,0,0
2051.276718,1,140245.8894,0,0,1,159802.4909,0,0
2052.276718,1,140245.8894,0,0,1,159802.4909,0,0
2053.276718,1,140245.8894,0,0,1,159802.4909,0,0
2054.276718,1,140245.8894,0,0,1,159802.4909,0,0
2055.276718,1,140245.8894,0,0,1,159802.4909,0,0
2056.276718,1,140245.8894,0,0,1,159802.4909,0,0
2057.276718,1,140245.8894,0,0,1,159802.4909,0,0
2058.276718,1,140245.8894,0,0,1,159802.4909,0,0
2059.276718,1,140245.8894,0,0,1,159802.4909,0,0
2060.276718,1,140245.8894,0,0,1,159802.4909,0,0
2061.276718,1,140245.8894,0,0,1,159802.4909,0,0
2062.276718,1,140245.8894,0,0,1,159802.4909,0,0
2063.276718,1,140245.8894,0,0,1,159802.4909,0,0
2064.276718,1,140245.8894,0,0,1,159802.4909,0,0
2065.276718,1,140245.8894,0,0,1,159802.4909,0,0
2066.276718,1,140245.8894,0,0,1,159802.4909,0,0
2067.276718,1,140245.8894,0,0,1,159802.4909,0,0
2068.276718,1,140245.8894,0,0,1,159802.4909,0,0
2069.276718,1,140245.8894,0,0,1,159802.4909,0,0
2070.276718,1,140245.8894,0,0,1,159802.4909,0,0
2071.276718,1,140245.8894,0,0,1,159802.4909,0,0
2072.276718,1,140245.8894,0,0,1,159802.4909,0,0
2073.276718,1,140245.8894,0,0,1,159802.4909,0,0
2074.276718,1,140245.8894,0,0,1,159802.4909,0,0
2075.276718,1,140245.8894,0,0,1,159802.4909,0,0
2076.276718,1,140245.8894,0,0,1,159802.4909,0,0
2077.276718,1,140245.8894,0,0,1,159802.4909,0,0
2078.276718,1,140245.8894,0,0,1,159802.4909,0,0
2079.276718,1,140245.8894,0,0,1,159802.4909,0,0
2080.276718,1,140245.8894,0,0,1,159802.4909,0,0
2081.276718,1,140245.8894,0,0,1,159802.4909,0,0
2082.276718,1,140245.8894,0,0,1,159802.4909,0,0
2083.276718,1,140245.8894,0,0,1,159802.4909,0,0
2084.276718,1,140245.8894,0,0,1,159802.4909,0,0
2085.276718,1,140245.8894,0,0,1,159802.4909,0,0
2086.276718,1,140245.8894,0,0,1,159802.4909,0,0
2087.276718,1,140245.8894,0,0,1,159802.4909,0,0
2088.276718,1,140245.8894,0,0,1,159802.4909,0,0
2089.276718,1,140245.8894,0,0,1,159802.4909,0,0
2090.276718,1,140245.8894,0,0,1,159802.4909,0,0
2091.276718,1,140245.8894,0,0,1,159802.4909,0,0
2092.276718,1,140245.8894,0,0,1,159802.4909,0,0
2093.276718,1,140245.8894,0,0,1,159802.4909,0,0
2094.276718,1,140245.8894,0,0,1,159802.4909,0,0
2095.276718,1,140245.8894,0,0,1,159802.4909,0,0
2096.276718,1,140245.8894,0,0,1,159802.4909,0,0
2097.276718,1,140245.8894,0,0,1,159802.4909,0,0
2098.276718,1,140245.8894,0,0,1,159802.4909,0,0
2099.276718,1,140245.8894,0,0,1,159802.4909,0,0
2100.276718,1,140245.8894,0,0,1,159802.4909,0,0
2101.276718,1,140245.8894,0,0,1,159802.4909,0,0
2102.276718,1,140245.8894,0,0,1,159802.4909,0,0
2103.276718,1,140245.8894,0,0,1,159802.4909,0,0
2104.276718,1,140245.8894,0,0,1,159802.4909,0,0
2105.276718,1,140245.8894,0,0,1,159802.4909,0,0
2106.276718,1,140245.8894,0,0,1,159802.4909,0,0
2107.276718,1,140245.8894,0,0,1,159802.4909,0,0
2108.276718,1,140245.8894,0,0,1,159802.4909,0,0
2109.276718,1,140245.8894,0,0,1,159802.4909,0,0
2110.276718,1,140245.8894,0,0,1,159802.4909,0,0
2111.276718,1,140245.8894,0,0,1,159802.4909,0,0
2112.276718,1,140245.8894,0,0,1,159802.4909,0,0
2113.276718,1,140245.8894,0,0,1,159802.4909,0,0
2114.276718,1,140245.8894,0,0,1,159802.4909,0,0
2115.276718,1,140245.8894,0,0,1,159802.4909,0,0
2116.276718,1,140245.8894,0,0,1,159802.4909,0,0
2117.276718,1,140245.8894,0,0,1,159802.4909,0,0
2118.276718,1,140245.8894,0,0,1,159802.4909,0,0
2119.276718,1,140245.8894,0,0,1,159802.4909,0,0
2120.276718,1,140245.8894,0,0,1,159802.4909,0,0
2121.276718,1,140245.8894,0,0,1,159802.4909,0,0
2122.276718,1,140245.8894,0,0,1,159802.4909,0,0
