MISSION ELAPSED TIME (mins),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),WPSA,WPSA Range,DS54,DS54 Range,DS24,Range DS24,DS34,Range DS34
3497.650291,-241000,-63500,-19000,-1.06,-0.506,-0.274,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3498.650291,-241000,-63500,-19000,-1.06,-0.506,-0.274,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3499.650291,-241000,-63500,-19000,-1.06,-0.506,-0.274,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3500.650291,-241000,-63600,-19100,-1.06,-0.505,-0.274,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3501.650291,-241000,-63600,-19100,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3502.650291,-241000,-63600,-19100,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3503.650291,-241000,-63700,-19100,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3504.650291,-241000,-63700,-19100,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3505.650291,-241000,-63700,-19100,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3506.650291,-241000,-63800,-19200,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3507.650291,-241000,-63800,-19200,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3508.650291,-241000,-63800,-19200,-1.06,-0.505,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3509.650291,-241000,-63800,-19200,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3510.650291,-241000,-63900,-19200,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3511.650291,-241000,-63900,-19200,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3512.650291,-241000,-63900,-19300,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3513.650291,-242000,-64000,-19300,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3514.650291,-242000,-64000,-19300,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3515.650291,-242000,-64000,-19300,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3516.650291,-242000,-64100,-19300,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3517.650291,-242000,-64100,-19300,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3518.650291,-242000,-64100,-19300,-1.06,-0.504,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3519.650291,-242000,-64100,-19400,-1.06,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3520.650291,-242000,-64200,-19400,-1.06,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3521.650291,-242000,-64200,-19400,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3522.650291,-242000,-64200,-19400,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3523.650291,-242000,-64300,-19400,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3524.650291,-242000,-64300,-19400,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3525.650291,-242000,-64300,-19500,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3526.650291,-242000,-64400,-19500,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3527.650291,-242000,-64400,-19500,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3528.650291,-242000,-64400,-19500,-1.05,-0.503,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3529.650291,-243000,-64400,-19500,-1.05,-0.502,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3530.650291,-243000,-64500,-19500,-1.05,-0.502,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3531.650291,-243000,-64500,-19600,-1.05,-0.502,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3532.650291,-243000,-64500,-19600,-1.05,-0.502,-0.273,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3533.650291,-243000,-64600,-19600,-1.05,-0.502,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3534.650291,-243000,-64600,-19600,-1.05,-0.502,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3535.650291,-243000,-64600,-19600,-1.05,-0.502,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3536.650291,-243000,-64700,-19600,-1.05,-0.502,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3537.650291,-243000,-64700,-19700,-1.05,-0.502,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3538.650291,-243000,-64700,-19700,-1.05,-0.502,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3539.650291,-243000,-64700,-19700,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3540.650291,-243000,-64800,-19700,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3541.650291,-243000,-64800,-19700,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3542.650291,-243000,-64800,-19700,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3543.650291,-243000,-64900,-19800,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3544.650291,-243000,-64900,-19800,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3545.650291,-244000,-64900,-19800,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3546.650291,-244000,-65000,-19800,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3547.650291,-244000,-65000,-19800,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3548.650291,-244000,-65000,-19800,-1.05,-0.501,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3549.650291,-244000,-65000,-19900,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3550.650291,-244000,-65100,-19900,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3551.650291,-244000,-65100,-19900,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3552.650291,-244000,-65100,-19900,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3553.650291,-244000,-65200,-19900,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3554.650291,-244000,-65200,-19900,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3555.650291,-244000,-65200,-20000,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3556.650291,-244000,-65300,-20000,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3557.650291,-244000,-65300,-20000,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3558.650291,-244000,-65300,-20000,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3559.650291,-244000,-65300,-20000,-1.04,-0.5,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3560.650291,-244000,-65400,-20000,-1.04,-0.499,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3561.650291,-245000,-65400,-20100,-1.04,-0.499,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3562.650291,-245000,-65400,-20100,-1.04,-0.499,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3563.650291,-245000,-65500,-20100,-1.04,-0.499,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3564.650291,-245000,-65500,-20100,-1.04,-0.499,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3565.650291,-245000,-65500,-20100,-1.04,-0.499,-0.272,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3566.650291,-245000,-65600,-20100,-1.04,-0.499,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3567.650291,-245000,-65600,-20100,-1.04,-0.499,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3568.650291,-245000,-65600,-20200,-1.04,-0.499,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3569.650291,-245000,-65600,-20200,-1.04,-0.499,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3570.650291,-245000,-65700,-20200,-1.04,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3571.650291,-245000,-65700,-20200,-1.04,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3572.650291,-245000,-65700,-20200,-1.04,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3573.650291,-245000,-65800,-20200,-1.04,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3574.650291,-245000,-65800,-20300,-1.04,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3575.650291,-245000,-65800,-20300,-1.04,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3576.650291,-245000,-65900,-20300,-1.04,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3577.650291,-246000,-65900,-20300,-1.03,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3578.650291,-246000,-65900,-20300,-1.03,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3579.650291,-246000,-65900,-20300,-1.03,-0.498,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3580.650291,-246000,-66000,-20400,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3581.650291,-246000,-66000,-20400,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3582.650291,-246000,-66000,-20400,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3583.650291,-246000,-66100,-20400,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3584.650291,-246000,-66100,-20400,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3585.650291,-246000,-66100,-20400,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3586.650291,-246000,-66200,-20500,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3587.650291,-246000,-66200,-20500,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3588.650291,-246000,-66200,-20500,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3589.650291,-246000,-66200,-20500,-1.03,-0.497,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3590.650291,-246000,-66300,-20500,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3591.650291,-246000,-66300,-20500,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3592.650291,-246000,-66300,-20600,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3593.650291,-247000,-66400,-20600,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3594.650291,-247000,-66400,-20600,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3595.650291,-247000,-66400,-20600,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3596.650291,-247000,-66500,-20600,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3597.650291,-247000,-66500,-20600,-1.03,-0.496,-0.271,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3598.650291,-247000,-66500,-20700,-1.03,-0.496,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3599.650291,-247000,-66500,-20700,-1.03,-0.496,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3600.650291,-247000,-66600,-20700,-1.03,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3601.650291,-247000,-66600,-20700,-1.03,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3602.650291,-247000,-66600,-20700,-1.03,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3603.650291,-247000,-66700,-20700,-1.03,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3604.650291,-247000,-66700,-20800,-1.03,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3605.650291,-247000,-66700,-20800,-1.03,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3606.650291,-247000,-66800,-20800,-1.02,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3607.650291,-247000,-66800,-20800,-1.02,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3608.650291,-247000,-66800,-20800,-1.02,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3609.650291,-248000,-66800,-20800,-1.02,-0.495,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3610.650291,-248000,-66900,-20800,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3611.650291,-248000,-66900,-20900,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3612.650291,-248000,-66900,-20900,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3613.650291,-248000,-67000,-20900,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3614.650291,-248000,-67000,-20900,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3615.650291,-248000,-67000,-20900,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3616.650291,-248000,-67000,-20900,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3617.650291,-248000,-67100,-21000,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3618.650291,-248000,-67100,-21000,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3619.650291,-248000,-67100,-21000,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3620.650291,-248000,-67200,-21000,-1.02,-0.494,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3621.650291,-248000,-67200,-21000,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3622.650291,-248000,-67200,-21000,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3623.650291,-248000,-67300,-21100,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3624.650291,-248000,-67300,-21100,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3625.650291,-248000,-67300,-21100,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3626.650291,-249000,-67300,-21100,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3627.650291,-249000,-67400,-21100,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3628.650291,-249000,-67400,-21100,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3629.650291,-249000,-67400,-21200,-1.02,-0.493,-0.27,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3630.650291,-249000,-67500,-21200,-1.02,-0.493,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3631.650291,-249000,-67500,-21200,-1.02,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3632.650291,-249000,-67500,-21200,-1.02,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3633.650291,-249000,-67500,-21200,-1.02,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3634.650291,-249000,-67600,-21200,-1.02,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3635.650291,-249000,-67600,-21300,-1.01,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3636.650291,-249000,-67600,-21300,-1.01,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3637.650291,-249000,-67700,-21300,-1.01,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3638.650291,-249000,-67700,-21300,-1.01,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3639.650291,-249000,-67700,-21300,-1.01,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3640.650291,-249000,-67800,-21300,-1.01,-0.492,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3641.650291,-249000,-67800,-21300,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3642.650291,-250000,-67800,-21400,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3643.650291,-250000,-67800,-21400,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,0,
3644.650291,-250000,-67900,-21400,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3645.650291,-250000,-67900,-21400,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3646.650291,-250000,-67900,-21400,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3647.650291,-250000,-68000,-21400,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3648.650291,-250000,-68000,-21500,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3649.650291,-250000,-68000,-21500,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3650.650291,-250000,-68100,-21500,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3651.650291,-250000,-68100,-21500,-1.01,-0.491,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3652.650291,-250000,-68100,-21500,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3653.650291,-250000,-68100,-21500,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3654.650291,-250000,-68200,-21600,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3655.650291,-250000,-68200,-21600,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3656.650291,-250000,-68200,-21600,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3657.650291,-250000,-68300,-21600,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3658.650291,-251000,-68300,-21600,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3659.650291,-251000,-68300,-21600,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3660.650291,-251000,-68300,-21700,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3661.650291,-251000,-68400,-21700,-1.01,-0.49,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3662.650291,-251000,-68400,-21700,-1.01,-0.489,-0.269,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3663.650291,-251000,-68400,-21700,-1.01,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3664.650291,-251000,-68500,-21700,-1.01,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3665.650291,-251000,-68500,-21700,-1,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3666.650291,-251000,-68500,-21800,-1,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3667.650291,-251000,-68600,-21800,-1,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3668.650291,-251000,-68600,-21800,-1,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3669.650291,-251000,-68600,-21800,-1,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3670.650291,-251000,-68600,-21800,-1,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3671.650291,-251000,-68700,-21800,-1,-0.489,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3672.650291,-251000,-68700,-21800,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3673.650291,-251000,-68700,-21900,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3674.650291,-251000,-68800,-21900,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3675.650291,-252000,-68800,-21900,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3676.650291,-252000,-68800,-21900,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3677.650291,-252000,-68800,-21900,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3678.650291,-252000,-68900,-21900,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3679.650291,-252000,-68900,-22000,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3680.650291,-252000,-68900,-22000,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3681.650291,-252000,-69000,-22000,-1,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3682.650291,-252000,-69000,-22000,-0.999,-0.488,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3683.650291,-252000,-69000,-22000,-0.999,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3684.650291,-252000,-69000,-22000,-0.999,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3685.650291,-252000,-69100,-22100,-0.998,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3686.650291,-252000,-69100,-22100,-0.998,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3687.650291,-252000,-69100,-22100,-0.998,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3688.650291,-252000,-69200,-22100,-0.997,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3689.650291,-252000,-69200,-22100,-0.997,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3690.650291,-252000,-69200,-22100,-0.997,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3691.650291,-252000,-69300,-22200,-0.996,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3692.650291,-253000,-69300,-22200,-0.996,-0.487,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3693.650291,-253000,-69300,-22200,-0.996,-0.486,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3694.650291,-253000,-69300,-22200,-0.995,-0.486,-0.268,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3695.650291,-253000,-69400,-22200,-0.995,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3696.650291,-253000,-69400,-22200,-0.995,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3697.650291,-253000,-69400,-22300,-0.994,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3698.650291,-253000,-69500,-22300,-0.994,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3699.650291,-253000,-69500,-22300,-0.994,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3700.650291,-253000,-69500,-22300,-0.993,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3701.650291,-253000,-69500,-22300,-0.993,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3702.650291,-253000,-69600,-22300,-0.993,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3703.650291,-253000,-69600,-22300,-0.992,-0.486,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3704.650291,-253000,-69600,-22400,-0.992,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3705.650291,-253000,-69700,-22400,-0.992,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3706.650291,-253000,-69700,-22400,-0.991,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3707.650291,-253000,-69700,-22400,-0.991,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3708.650291,-254000,-69700,-22400,-0.991,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3709.650291,-254000,-69800,-22400,-0.99,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3710.650291,-254000,-69800,-22500,-0.99,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3711.650291,-254000,-69800,-22500,-0.99,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3712.650291,-254000,-69900,-22500,-0.989,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3713.650291,-254000,-69900,-22500,-0.989,-0.485,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3714.650291,-254000,-69900,-22500,-0.989,-0.484,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3715.650291,-254000,-70000,-22500,-0.988,-0.484,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3716.650291,-254000,-70000,-22600,-0.988,-0.484,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3717.650291,-254000,-70000,-22600,-0.988,-0.484,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
3718.650291,-254000,-70000,-22600,-0.987,-0.484,-0.267,22666.29909,1,265308.2569,0,,1,275676.0158,1,300087.641
