MISSION ELAPSED TIME (min),WPSA,WPSA Range,DS54,DS54 Range,DS24,Range DS24,DS34,Range DS34,Antenna to use,,,,,,,,,,,,,,,,,Ppz
2869.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2870.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2871.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2872.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2873.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2874.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2875.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2876.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2877.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2878.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2879.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2880.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2881.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2882.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2883.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2884.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2885.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2886.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2887.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2888.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2889.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2890.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2891.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2892.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2893.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2894.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2895.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2896.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2897.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2898.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2899.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2900.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2901.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2902.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2903.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2904.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2905.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2906.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2907.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2908.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2909.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2910.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2911.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2912.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2913.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2914.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2915.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2916.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2917.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2918.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2919.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2920.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2921.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2922.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2923.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2924.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2925.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2926.276718,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2927.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2928.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2929.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2930.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2931.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2932.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2933.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2934.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2935.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2936.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2937.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2938.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2939.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2940.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2941.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2942.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2943.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2944.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2945.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2946.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2947.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2948.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2949.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2950.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2951.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2952.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2953.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2954.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2955.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2956.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2957.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2958.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2959.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2960.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2961.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2962.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2963.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2964.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2965.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2966.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2967.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2968.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2969.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2970.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2971.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2972.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2973.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2974.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2975.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2976.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2977.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2978.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2979.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2980.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2981.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2982.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2983.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2984.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2985.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2986.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2987.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2988.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2989.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2990.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2991.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2992.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2993.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2994.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2995.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2996.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2997.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2998.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
2999.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3000.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3001.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3002.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3003.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3004.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3005.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3006.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3007.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3008.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3009.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3010.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3011.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3012.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3013.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3014.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3015.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3016.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3017.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3018.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3019.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3020.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3021.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3022.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3023.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3024.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3025.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3026.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3027.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3028.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3029.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3030.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3031.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3032.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3033.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3034.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3035.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3036.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3037.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3038.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3039.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3040.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3041.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3042.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3043.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3044.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3045.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3046.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3047.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3048.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3049.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3050.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3051.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3052.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3053.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3054.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3055.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3056.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3057.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3058.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3059.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3060.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3061.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3062.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3063.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3064.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3065.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3066.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3067.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3068.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3069.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3070.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3071.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3072.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3073.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3074.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3075.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3076.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3077.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3078.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3079.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3080.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3081.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3082.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3083.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3084.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3085.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3086.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3087.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3088.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3089.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3090.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3091.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3092.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3093.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3094.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3095.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3096.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3097.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3098.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3099.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3100.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3101.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3102.650291,0,0,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3103.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3104.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3105.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3106.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3107.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3108.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3109.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3110.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3111.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3112.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3113.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3114.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3115.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3116.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3117.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3118.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3119.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3120.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3121.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3122.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3123.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3124.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3125.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3126.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3127.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3128.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3129.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3130.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3131.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3132.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3133.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3134.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3135.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3136.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3137.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3138.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3139.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3140.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3141.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3142.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3143.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3144.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3145.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3146.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3147.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3148.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3149.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3150.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3151.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3152.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3153.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3154.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3155.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3156.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3157.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3158.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
3159.650291,1,265308.2569,1,244216.9176,0,0,0,0,DS54,,,,,,,,,,,,,,,,,
