MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),EARTH Rx(km)[J2000-EARTH],EARTH Ry(km)[J2000-EARTH],EARTH Rz(km)[J2000-EARTH],EARTH Vx(km/s)[J2000-EARTH],EARTH Vy(km/s)[J2000-EARTH],EARTH Vz(km/s)[J2000-EARTH],MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH],MOON Vx(km/s)[J2000-EARTH],MOON Vy(km/s)[J2000-EARTH],MOON Vz(km/s)[J2000-EARTH]
994.282716,-58744.15893,-34937.28926,-20784.43642,1.13789124,-0.223729597,-0.350936383,25573.76014,0,0,0,0,0,0,-349283.5775,169879.7594,99437.97608,-0.506315905,-0.739054513,-0.388318085
995.282716,-58675.76982,-34950.64422,-20805.45166,1.141746095,-0.221435092,-0.349570854,25573.76014,0,0,0,0,0,0,-349313.9525,169835.4142,99414.67588,-0.506183752,-0.739117832,-0.388355282
996.282716,-58607.14935,-34963.86137,-20826.38485,1.145603527,-0.219135499,-0.348201438,25573.76014,0,0,0,0,0,0,-349344.3196,169791.0653,99391.37345,-0.50605159,-0.739181134,-0.38839247
997.282716,-58538.29735,-34976.94038,-20847.23575,1.149463558,-0.216830789,-0.346828114,25573.76014,0,0,0,0,0,0,-349374.6787,169746.7125,99368.06879,-0.505919419,-0.739244419,-0.388429648
998.282716,-58469.21367,-34989.88096,-20868.00414,1.153326213,-0.214520937,-0.345450863,25573.76014,0,0,0,0,0,0,-349405.0299,169702.3559,99344.76189,-0.505787238,-0.739307686,-0.388466817
999.282716,-58399.89815,-35002.68279,-20888.68978,1.157191515,-0.212205914,-0.344069665,25573.76014,0,0,0,0,0,0,-349435.3732,169657.9956,99321.45277,-0.505655047,-0.739370936,-0.388503978
1000.282716,-58330.35063,-35015.34556,-20909.29242,1.161059488,-0.209885692,-0.342684502,25573.76014,0,0,0,0,0,0,-349465.7085,169613.6314,99298.14142,-0.505522847,-0.739434168,-0.388541128
1001.282716,-58260.57096,-35027.86897,-20929.81184,1.164930156,-0.207560244,-0.341295351,25573.76014,0,0,0,0,0,0,-349496.0359,169569.2635,99274.82783,-0.505390638,-0.739497383,-0.38857827
1002.282716,-58190.55896,-35040.25269,-20950.24779,1.168803543,-0.205229541,-0.339902195,25573.76014,0,0,0,0,0,0,-349526.3554,169524.8917,99251.51202,-0.505258419,-0.739560581,-0.388615403
1003.282716,-58120.31448,-35052.49641,-20970.60002,1.172679673,-0.202893555,-0.338505012,25573.76014,0,0,0,0,0,0,-349556.6669,169480.5162,99228.19399,-0.50512619,-0.739623761,-0.388652526
1004.282716,-58049.83734,-35064.59981,-20990.86831,1.176558569,-0.200552258,-0.337103782,25573.76014,0,0,0,0,0,0,-349586.9705,169436.1369,99204.87372,-0.504993952,-0.739686924,-0.38868964
1005.282716,-57979.12739,-35076.56257,-21011.05239,1.180440257,-0.198205622,-0.335698485,25573.76014,0,0,0,0,0,0,-349617.2662,169391.7538,99181.55123,-0.504861704,-0.73975007,-0.388726745
1006.282716,-57908.18446,-35088.38438,-21031.15204,1.184324761,-0.195853616,-0.334289099,25573.76014,0,0,0,0,0,0,-349647.554,169347.3669,99158.22651,-0.504729447,-0.739813198,-0.38876384
1007.282716,-57837.00836,-35100.0649,-21051.167,1.188212104,-0.193496212,-0.332875604,25573.76014,0,0,0,0,0,0,-349677.8338,169302.9762,99134.89957,-0.50459718,-0.739876309,-0.388800927
1008.282716,-57765.59895,-35111.60381,-21071.09703,1.192102312,-0.19113338,-0.331457979,25573.76014,0,0,0,0,0,0,-349708.1056,169258.5817,99111.5704,-0.504464903,-0.739939403,-0.388838004
1009.282716,-57693.95603,-35123.00079,-21090.94188,1.19599541,-0.188765092,-0.330036203,25573.76014,0,0,0,0,0,0,-349738.3695,169214.1835,99088.23901,-0.504332618,-0.740002479,-0.388875072
1010.282716,-57622.07944,-35134.25551,-21110.70129,1.199891421,-0.186391316,-0.328610254,25573.76014,0,0,0,0,0,0,-349768.6255,169169.7814,99064.90539,-0.504200322,-0.740065538,-0.388912131
1011.282716,-57549.969,-35145.36764,-21130.37503,1.203790371,-0.184012024,-0.327180111,25573.76014,0,0,0,0,0,0,-349798.8736,169125.3756,99041.56955,-0.504068017,-0.740128579,-0.38894918
1012.282716,-57477.62454,-35156.33685,-21149.96282,1.207692285,-0.181627185,-0.325745753,25573.76014,0,0,0,0,0,0,-349829.1137,169080.966,99018.23149,-0.503935703,-0.740191603,-0.388986221
1013.282716,-57405.04587,-35167.16279,-21169.46443,1.211597188,-0.179236769,-0.324307156,25573.76014,0,0,0,0,0,0,-349859.3459,169036.5526,98994.89121,-0.503803379,-0.74025461,-0.389023252
1014.282716,-57332.23281,-35177.84515,-21188.8796,1.215505104,-0.176840745,-0.3228643,25573.76014,0,0,0,0,0,0,-349889.5701,168992.1354,98971.5487,-0.503671046,-0.740317599,-0.389060274
1015.282716,-57259.18519,-35188.38357,-21208.20806,1.219416059,-0.174439081,-0.321417162,25573.76014,0,0,0,0,0,0,-349919.7864,168947.7145,98948.20397,-0.503538703,-0.740380571,-0.389097286
1016.282716,-57185.90282,-35198.77772,-21227.44957,1.223330079,-0.172031748,-0.319965719,25573.76014,0,0,0,0,0,0,-349949.9947,168903.2898,98924.85703,-0.503406351,-0.740443526,-0.38913429
1017.282716,-57112.38552,-35209.02727,-21246.60386,1.227247189,-0.169618713,-0.31850995,25573.76014,0,0,0,0,0,0,-349980.1951,168858.8613,98901.50786,-0.503273989,-0.740506463,-0.389171284
1018.282716,-57038.6331,-35219.13185,-21265.67068,1.231167414,-0.167199946,-0.317049831,25573.76014,0,0,0,0,0,0,-350010.3876,168814.429,98878.15647,-0.503141617,-0.740569383,-0.389208269
1019.282716,-56964.64537,-35229.09114,-21284.64975,1.23509078,-0.164775414,-0.31558534,25573.76014,0,0,0,0,0,0,-350040.5721,168769.9929,98854.80287,-0.503009237,-0.740632286,-0.389245245
1020.282716,-56890.42214,-35238.90479,-21303.54083,1.239017312,-0.162345085,-0.314116453,25573.76014,0,0,0,0,0,0,-350070.7487,168725.5531,98831.44704,-0.502876846,-0.740695171,-0.389282212
1021.282716,-56815.96323,-35248.57244,-21322.34364,1.242947038,-0.159908927,-0.312643147,25573.76014,0,0,0,0,0,0,-350100.9174,168681.1095,98808.089,-0.502744446,-0.740758038,-0.389319169
1022.282716,-56741.26843,-35258.09374,-21341.05792,1.246879982,-0.157466907,-0.311165398,25573.76014,0,0,0,0,0,0,-350131.0781,168636.6622,98784.72874,-0.502612037,-0.740820889,-0.389356118
1023.282716,-56666.33756,-35267.46835,-21359.6834,1.250816171,-0.155018994,-0.309683184,25573.76014,0,0,0,0,0,0,-350161.2308,168592.211,98761.36627,-0.502479618,-0.740883722,-0.389393057
1024.282716,-56591.17043,-35276.6959,-21378.21981,1.25475563,-0.152565153,-0.30819648,25573.76014,0,0,0,0,0,0,-350191.3756,168547.7561,98738.00158,-0.50234719,-0.740946537,-0.389429986
1025.282716,-56515.76682,-35285.77605,-21396.66689,1.258698387,-0.150105352,-0.306705262,25573.76014,0,0,0,0,0,0,-350221.5125,168503.2974,98714.63467,-0.502214752,-0.741009335,-0.389466907
1026.282716,-56440.12655,-35294.70842,-21415.02435,1.262644468,-0.147639557,-0.305209506,25573.76014,0,0,0,0,0,0,-350251.6414,168458.835,98691.26555,-0.502082305,-0.741072116,-0.389503818
1027.282716,-56364.24942,-35303.49267,-21433.29193,1.266593898,-0.145167734,-0.303709187,25573.76014,0,0,0,0,0,0,-350281.7623,168414.3688,98667.89421,-0.501949849,-0.74113488,-0.389540721
1028.282716,-56288.13522,-35312.12843,-21451.46936,1.270546706,-0.14268985,-0.302204281,25573.76014,0,0,0,0,0,0,-350311.8754,168369.8988,98644.52066,-0.501817382,-0.741197626,-0.389577614
1029.282716,-56211.78375,-35320.61533,-21469.55636,1.274502917,-0.140205869,-0.300694764,25573.76014,0,0,0,0,0,0,-350341.9804,168325.4251,98621.1449,-0.501684907,-0.741260354,-0.389614497
1030.282716,-56135.1948,-35328.95301,-21487.55264,1.278462558,-0.137715759,-0.299180609,25573.76014,0,0,0,0,0,0,-350372.0776,168280.9476,98597.76692,-0.501552422,-0.741323066,-0.389651372
1031.282716,-56058.36817,-35337.1411,-21505.45794,1.282425657,-0.135219483,-0.297661792,25573.76014,0,0,0,0,0,0,-350402.1667,168236.4663,98574.38673,-0.501419927,-0.74138576,-0.389688237
1032.282716,-55981.30365,-35345.17923,-21523.27196,1.286392241,-0.132717007,-0.296138288,25573.76014,0,0,0,0,0,0,-350432.2479,168191.9813,98551.00433,-0.501287423,-0.741448436,-0.389725093
1033.282716,-55904.00103,-35353.06702,-21540.99444,1.290362336,-0.130208295,-0.29461007,25573.76014,0,0,0,0,0,0,-350462.3212,168147.4925,98527.61972,-0.50115491,-0.741511095,-0.38976194
1034.282716,-55826.4601,-35360.8041,-21558.62508,1.294335971,-0.127693312,-0.293077114,25573.76014,0,0,0,0,0,0,-350492.3865,168102.9999,98504.2329,-0.501022387,-0.741573737,-0.389798778
1035.282716,-55748.68064,-35368.39009,-21576.1636,1.298313172,-0.125172023,-0.291539392,25573.76014,0,0,0,0,0,0,-350522.4439,168058.5036,98480.84387,-0.500889855,-0.741636361,-0.389835606
1036.282716,-55670.66245,-35375.82461,-21593.60971,1.302293968,-0.12264439,-0.289996879,25573.76014,0,0,0,0,0,0,-350552.4933,168014.0036,98457.45263,-0.500757313,-0.741698968,-0.389872425
1037.282716,-55592.4053,-35383.10729,-21610.96312,1.306278386,-0.120110378,-0.288449549,25573.76014,0,0,0,0,0,0,-350582.5348,167969.4998,98434.05918,-0.500624762,-0.741761558,-0.389909235
1038.282716,-55513.90897,-35390.23773,-21628.22356,1.310266453,-0.117569949,-0.286897373,25573.76014,0,0,0,0,0,0,-350612.5683,167924.9922,98410.66352,-0.500492201,-0.74182413,-0.389946036
1039.282716,-55435.17325,-35397.21555,-21645.39071,1.314258199,-0.115023068,-0.285340327,25573.76014,0,0,0,0,0,0,-350642.5938,167880.4809,98387.26565,-0.500359631,-0.741886685,-0.389982827
1040.282716,-55356.19791,-35404.04037,-21662.4643,1.318253651,-0.112469696,-0.283778382,25573.76014,0,0,0,0,0,0,-350672.6114,167835.9658,98363.86558,-0.500227052,-0.741949223,-0.39001961
1041.282716,-55276.98274,-35410.71179,-21679.44402,1.322252837,-0.109909796,-0.282211511,25573.76014,0,0,0,0,0,0,-350702.6211,167791.447,98340.4633,-0.500094463,-0.742011743,-0.390056383
1042.282716,-55197.5275,-35417.22941,-21696.32958,1.326255787,-0.10734333,-0.280639686,25573.76014,0,0,0,0,0,0,-350732.6228,167746.9244,98317.05882,-0.499961865,-0.742074245,-0.390093147
1043.282716,-55117.83196,-35423.59285,-21713.12068,1.330262527,-0.104770261,-0.27906288,25573.76014,0,0,0,0,0,0,-350762.6165,167702.398,98293.65212,-0.499829257,-0.74213673,-0.390129901
1044.282716,-55037.89592,-35429.80171,-21729.81703,1.334273087,-0.102190549,-0.277481065,25573.76014,0,0,0,0,0,0,-350792.6023,167657.868,98270.24323,-0.49969664,-0.742199198,-0.390166647
1045.282716,-54957.71912,-35435.85559,-21746.41831,1.338287497,-0.099604156,-0.275894213,25573.76014,0,0,0,0,0,0,-350822.5801,167613.3341,98246.83213,-0.499564013,-0.742261649,-0.390203383
1046.282716,-54877.30134,-35441.75408,-21762.92423,1.342305784,-0.097011044,-0.274302294,25573.76014,0,0,0,0,0,0,-350852.55,167568.7966,98223.41882,-0.499431377,-0.742324082,-0.39024011
1047.282716,-54796.64235,-35447.49678,-21779.33448,1.346327977,-0.094411171,-0.272705281,25573.76014,0,0,0,0,0,0,-350882.5119,167524.2553,98200.00331,-0.499298732,-0.742386498,-0.390276827
1048.282716,-54715.7419,-35453.08328,-21795.64876,1.350354107,-0.0918045,-0.271103144,25573.76014,0,0,0,0,0,0,-350912.4658,167479.7102,98176.5856,-0.499166077,-0.742448896,-0.390313536
1049.282716,-54634.59977,-35458.51318,-21811.86676,1.354384203,-0.08919099,-0.269495854,25573.76014,0,0,0,0,0,0,-350942.4118,167435.1614,98153.16569,-0.499033413,-0.742511277,-0.390350235
1050.282716,-54553.21572,-35463.78606,-21827.98816,1.358418293,-0.0865706,-0.267883381,25573.76014,0,0,0,0,0,0,-350972.3498,167390.6088,98129.74357,-0.498900739,-0.74257364,-0.390386925
1051.282716,-54471.5895,-35468.90151,-21844.01266,1.362456408,-0.08394329,-0.266265697,25573.76014,0,0,0,0,0,0,-351002.2799,167346.0525,98106.31926,-0.498768056,-0.742635986,-0.390423606
1052.282716,-54389.72087,-35473.85912,-21859.93994,1.366498577,-0.08130902,-0.26464277,25573.76014,0,0,0,0,0,0,-351032.202,167301.4925,98082.89274,-0.498635364,-0.742698315,-0.390460278
1053.282716,-54307.60959,-35478.65845,-21875.76968,1.37054483,-0.078667747,-0.26301457,25573.76014,0,0,0,0,0,0,-351062.1161,167256.9288,98059.46403,-0.498502662,-0.742760626,-0.39049694
1054.282716,-54225.25541,-35483.29911,-21891.50158,1.374595198,-0.076019431,-0.261381068,25573.76014,0,0,0,0,0,0,-351092.0223,167212.3612,98036.03311,-0.49836995,-0.74282292,-0.390533593
1055.282716,-54142.65808,-35487.78064,-21907.13531,1.37864971,-0.073364029,-0.259742233,25573.76014,0,0,0,0,0,0,-351121.9205,167167.79,98012.59999,-0.49823723,-0.742885197,-0.390570237
1056.282716,-54059.81736,-35492.10265,-21922.67054,1.382708398,-0.070701499,-0.258098033,25573.76014,0,0,0,0,0,0,-351151.8108,167123.215,97989.16468,-0.4981045,-0.742947456,-0.390606872
1057.282716,-53976.73299,-35496.26468,-21938.10696,1.386771291,-0.068031798,-0.256448437,25573.76014,0,0,0,0,0,0,-351181.6931,167078.6363,97965.72717,-0.497971761,-0.743009698,-0.390643497
1058.282716,-53893.40472,-35500.26632,-21953.44424,1.390838421,-0.065354885,-0.254793413,25573.76014,0,0,0,0,0,0,-351211.5674,167034.0539,97942.28746,-0.497839012,-0.743071922,-0.390680113
1059.282716,-53809.83229,-35504.10712,-21968.68206,1.394909817,-0.062670714,-0.253132931,25573.76014,0,0,0,0,0,0,-351241.4337,166989.4677,97918.84556,-0.497706254,-0.743134129,-0.39071672
1060.282716,-53726.01545,-35507.78666,-21983.82009,1.398985512,-0.059979243,-0.251466957,25573.76014,0,0,0,0,0,0,-351271.2921,166944.8778,97895.40146,-0.497573486,-0.743196318,-0.390753318
1061.282716,-53641.95394,-35511.30448,-21998.85799,1.403065536,-0.057280427,-0.24979546,25573.76014,0,0,0,0,0,0,-351301.1426,166900.2841,97871.95516,-0.497440709,-0.74325849,-0.390789907
1062.282716,-53557.6475,-35514.66016,-22013.79543,1.407149921,-0.054574223,-0.248118407,25573.76014,0,0,0,0,0,0,-351330.985,166855.6867,97848.50667,-0.497307923,-0.743320645,-0.390826486
1063.282716,-53473.09587,-35517.85324,-22028.63208,1.411238698,-0.051860586,-0.246435764,25573.76014,0,0,0,0,0,0,-351360.8195,166811.0856,97825.05598,-0.497175127,-0.743382782,-0.390863056
1064.282716,-53388.29877,-35520.88328,-22043.36761,1.415331899,-0.049139469,-0.244747499,25573.76014,0,0,0,0,0,0,-351390.646,166766.4808,97801.6031,-0.497042322,-0.743444902,-0.390899617
1065.282716,-53303.25595,-35523.74983,-22058.00167,1.419429555,-0.046410829,-0.243053579,25573.76014,0,0,0,0,0,0,-351420.4646,166721.8723,97778.14803,-0.496909508,-0.743507005,-0.390936168
1066.282716,-53217.96713,-35526.45243,-22072.53393,1.423531699,-0.043674619,-0.241353969,25573.76014,0,0,0,0,0,0,-351450.2752,166677.26,97754.69076,-0.496776684,-0.74356909,-0.390972711
1067.282716,-53132.43205,-35528.99063,-22086.96403,1.427638363,-0.040930792,-0.239648636,25573.76014,0,0,0,0,0,0,-351480.0778,166632.644,97731.2313,-0.496643851,-0.743631158,-0.391009244
1068.282716,-53046.65044,-35531.36397,-22101.29165,1.431749579,-0.038179303,-0.237937544,25573.76014,0,0,0,0,0,0,-351509.8724,166588.0242,97707.76965,-0.496511009,-0.743693208,-0.391045768
1069.282716,-52960.62201,-35533.57199,-22115.51642,1.43586538,-0.035420104,-0.23622066,25573.76014,0,0,0,0,0,0,-351539.6591,166543.4008,97684.30581,-0.496378157,-0.743755241,-0.391082282
1070.282716,-52874.3465,-35535.61423,-22129.63801,1.439985798,-0.032653148,-0.234497949,25573.76014,0,0,0,0,0,0,-351569.4378,166498.7736,97660.83978,-0.496245296,-0.743817256,-0.391118788
1071.282716,-52787.82362,-35537.49021,-22143.65606,1.444110865,-0.029878387,-0.232769375,25573.76014,0,0,0,0,0,0,-351599.2086,166454.1427,97637.37156,-0.496112425,-0.743879254,-0.391155284
1072.282716,-52701.0531,-35539.19948,-22157.57022,1.448240617,-0.027095773,-0.231034902,25573.76014,0,0,0,0,0,0,-351628.9713,166409.5081,97613.90114,-0.495979546,-0.743941235,-0.391191771
1073.282716,-52614.03466,-35540.74155,-22171.38013,1.452375084,-0.024305257,-0.229294495,25573.76014,0,0,0,0,0,0,-351658.7261,166364.8698,97590.42854,-0.495846657,-0.744003198,-0.391228249
1074.282716,-52526.768,-35542.11595,-22185.08544,1.456514301,-0.021506791,-0.227548118,25573.76014,0,0,0,0,0,0,-351688.4729,166320.2277,97566.95375,-0.495713758,-0.744065144,-0.391264717
1075.282716,-52439.25284,-35543.3222,-22198.68578,1.460658302,-0.018700324,-0.225795734,25573.76014,0,0,0,0,0,0,-351718.2118,166275.5819,97543.47678,-0.49558085,-0.744127072,-0.391301176
1076.282716,-52351.48891,-35544.35983,-22212.1808,1.464807119,-0.015885808,-0.224037306,25573.76014,0,0,0,0,0,0,-351747.9426,166230.9325,97519.99761,-0.495447933,-0.744188983,-0.391337626
1077.282716,-52263.47589,-35545.22834,-22225.57014,1.468960787,-0.013063191,-0.222272797,25573.76014,0,0,0,0,0,0,-351777.6655,166186.2793,97496.51626,-0.495315007,-0.744250877,-0.391374067
1078.282716,-52175.21351,-35545.92725,-22238.85342,1.473119341,-0.010232423,-0.22050217,25573.76014,0,0,0,0,0,0,-351807.3804,166141.6224,97473.03273,-0.495182071,-0.744312753,-0.391410499
1079.282716,-52086.70147,-35546.45607,-22252.03027,1.477282813,-0.007393454,-0.218725386,25573.76014,0,0,0,0,0,0,-351837.0874,166096.9617,97449.547,-0.495049126,-0.744374612,-0.391446921
1080.282716,-51997.93948,-35546.8143,-22265.10034,1.48145124,-0.00454623,-0.216942408,25573.76014,0,0,0,0,0,0,-351866.7863,166052.2974,97426.0591,-0.494916171,-0.744436453,-0.391483334
1081.282716,-51908.92723,-35547.00145,-22278.06324,1.485624655,-0.001690702,-0.215153196,25573.76014,0,0,0,0,0,0,-351896.4773,166007.6294,97402.569,-0.494783208,-0.744498277,-0.391519738
1082.282716,-51819.66442,-35547.01701,-22290.9186,1.489803093,0.001173185,-0.213357713,25573.76014,0,0,0,0,0,0,-351926.1603,165962.9576,97379.07673,-0.494650234,-0.744560083,-0.391556132
1083.282716,-51730.15075,-35546.8605,-22303.66604,1.49398659,0.004045483,-0.211555918,25573.76014,0,0,0,0,0,0,-351955.8353,165918.2822,97355.58227,-0.494517252,-0.744621872,-0.391592518
1084.282716,-51640.38593,-35546.53139,-22316.30518,1.49817518,0.006926245,-0.209747773,25573.76014,0,0,0,0,0,0,-351985.5024,165873.603,97332.08562,-0.49438426,-0.744683644,-0.391628894
1085.282716,-51550.36963,-35546.02918,-22328.83564,1.5023689,0.009815525,-0.207933237,25573.76014,0,0,0,0,0,0,-352015.1614,165828.9201,97308.5868,-0.494251259,-0.744745398,-0.391665261
1086.282716,-51460.10155,-35545.35335,-22341.25704,1.506567784,0.012713377,-0.206112271,25573.76014,0,0,0,0,0,0,-352044.8125,165784.2335,97285.08579,-0.494118249,-0.744807135,-0.391701618
1087.282716,-51369.58139,-35544.5034,-22353.56899,1.510771869,0.015619856,-0.204284832,25573.76014,0,0,0,0,0,0,-352074.4556,165739.5433,97261.58261,-0.493985229,-0.744868854,-0.391737966
1088.282716,-51278.80883,-35543.4788,-22365.77109,1.514981191,0.018535018,-0.202450881,25573.76014,0,0,0,0,0,0,-352104.0907,165694.8493,97238.07724,-0.493852201,-0.744930556,-0.391774306
1089.282716,-51187.78354,-35542.27902,-22377.86296,1.519195786,0.021458918,-0.200610376,25573.76014,0,0,0,0,0,0,-352133.7179,165650.1516,97214.56969,-0.493719162,-0.744992241,-0.391810635
1090.282716,-51096.50522,-35540.90355,-22389.8442,1.52341569,0.024391612,-0.198763275,25573.76014,0,0,0,0,0,0,-352163.337,165605.4502,97191.05996,-0.493586115,-0.745053908,-0.391846956
1091.282716,-51004.97355,-35539.35185,-22401.71442,1.52764094,0.027333158,-0.196909536,25573.76014,0,0,0,0,0,0,-352192.9482,165560.7451,97167.54806,-0.493453058,-0.745115558,-0.391883267
1092.282716,-50913.1882,-35537.62339,-22413.47321,1.531871574,0.030283611,-0.195049116,25573.76014,0,0,0,0,0,0,-352222.5514,165516.0363,97144.03397,-0.493319992,-0.74517719,-0.39191957
1093.282716,-50821.14886,-35535.71764,-22425.12018,1.536107627,0.03324303,-0.193181973,25573.76014,0,0,0,0,0,0,-352252.1466,165471.3239,97120.51771,-0.493186917,-0.745238805,-0.391955862
1094.282716,-50728.85518,-35533.63405,-22436.65492,1.540349138,0.036211474,-0.191308063,25573.76014,0,0,0,0,0,0,-352281.7338,165426.6077,97096.99927,-0.493053832,-0.745300402,-0.391992146
1095.282716,-50636.30685,-35531.37208,-22448.07701,1.544596145,0.039189,-0.189427342,25573.76014,0,0,0,0,0,0,-352311.3131,165381.8878,97073.47865,-0.492920738,-0.745361982,-0.39202842
1096.282716,-50543.50353,-35528.93119,-22459.38606,1.548848683,0.042175669,-0.187539767,25573.76014,0,0,0,0,0,0,-352340.8843,165337.1642,97049.95586,-0.492787635,-0.745423545,-0.392064686
1097.282716,-50450.4449,-35526.31082,-22470.58165,1.553106793,0.045171539,-0.185645292,25573.76014,0,0,0,0,0,0,-352370.4476,165292.437,97026.43089,-0.492654522,-0.74548509,-0.392100942
1098.282716,-50357.1306,-35523.51042,-22481.66336,1.557370512,0.048176672,-0.183743872,25573.76014,0,0,0,0,0,0,-352400.0029,165247.706,97002.90374,-0.492521401,-0.745546618,-0.392137188
1099.282716,-50263.56032,-35520.52943,-22492.63077,1.561639878,0.051191128,-0.181835463,25573.76014,0,0,0,0,0,0,-352429.5502,165202.9714,96979.37442,-0.49238827,-0.745608128,-0.392173426
1100.282716,-50169.73371,-35517.36729,-22503.48347,1.565914931,0.054214968,-0.179920018,25573.76014,0,0,0,0,0,0,-352459.0895,165158.2331,96955.84293,-0.492255129,-0.745669621,-0.392209654
1101.282716,-50075.65041,-35514.02344,-22514.22103,1.570195708,0.057248255,-0.177997491,25573.76014,0,0,0,0,0,0,-352488.6208,165113.491,96932.30927,-0.49212198,-0.745731096,-0.392245873
1102.282716,-49981.3101,-35510.49731,-22524.84303,1.57448225,0.060291051,-0.176067836,25573.76014,0,0,0,0,0,0,-352518.1441,165068.7453,96908.77343,-0.491988821,-0.745792554,-0.392282082
1103.282716,-49886.71243,-35506.78833,-22535.34903,1.578774595,0.06334342,-0.174131004,25573.76014,0,0,0,0,0,0,-352547.6594,165023.9959,96885.23542,-0.491855653,-0.745853995,-0.392318283
1104.282716,-49791.85704,-35502.89591,-22545.7386,1.583072783,0.066405424,-0.17218695,25573.76014,0,0,0,0,0,0,-352577.1668,164979.2429,96861.69523,-0.491722476,-0.745915418,-0.392354474
1105.282716,-49696.74358,-35498.81948,-22556.01132,1.587376854,0.069477129,-0.170235623,25573.76014,0,0,0,0,0,0,-352606.6661,164934.4861,96838.15288,-0.491589289,-0.745976824,-0.392390656
1106.282716,-49601.3717,-35494.55846,-22566.16673,1.591686848,0.072558598,-0.168276977,25573.76014,0,0,0,0,0,0,-352636.1575,164889.7256,96814.60836,-0.491456093,-0.746038212,-0.392426828
1107.282716,-49505.74104,-35490.11225,-22576.20441,1.596002806,0.075649898,-0.166310962,25573.76014,0,0,0,0,0,0,-352665.6409,164844.9615,96791.06166,-0.491322888,-0.746099583,-0.392462992
1108.282716,-49409.85124,-35485.48027,-22586.1239,1.600324768,0.078751095,-0.164337529,25573.76014,0,0,0,0,0,0,-352695.1162,164800.1937,96767.5128,-0.491189674,-0.746160936,-0.392499146
1109.282716,-49313.70194,-35480.66192,-22595.92476,1.604652774,0.081862255,-0.162356627,25573.76014,0,0,0,0,0,0,-352724.5836,164755.4222,96743.96176,-0.491056451,-0.746222272,-0.392535291
1110.282716,-49217.29278,-35475.6566,-22605.60654,1.608986866,0.084983445,-0.160368206,25573.76014,0,0,0,0,0,0,-352754.043,164710.647,96720.40856,-0.490923218,-0.746283591,-0.392571427
1111.282716,-49120.6234,-35470.46371,-22615.16879,1.613327086,0.088114734,-0.158372216,25573.76014,0,0,0,0,0,0,-352783.4944,164665.8682,96696.85319,-0.490789976,-0.746344892,-0.392607553
1112.282716,-49023.69341,-35465.08263,-22624.61106,1.617673474,0.09125619,-0.156368605,25573.76014,0,0,0,0,0,0,-352812.9378,164621.0856,96673.29566,-0.490656725,-0.746406175,-0.39264367
1113.282716,-48926.50246,-35459.51276,-22633.93287,1.622026073,0.094407882,-0.154357321,25573.76014,0,0,0,0,0,0,-352842.3732,164576.2994,96649.73595,-0.490523464,-0.746467442,-0.392679778
1114.282716,-48829.05016,-35453.75348,-22643.13378,1.626384925,0.09756988,-0.152338312,25573.76014,0,0,0,0,0,0,-352871.8006,164531.5095,96626.17408,-0.490390194,-0.74652869,-0.392715877
1115.282716,-48731.33614,-35447.80417,-22652.21332,1.630750071,0.100742255,-0.150311525,25573.76014,0,0,0,0,0,0,-352901.22,164486.716,96602.61005,-0.490256915,-0.746589922,-0.392751966
1116.282716,-48633.36002,-35441.6642,-22661.17101,1.635121556,0.103925077,-0.148276906,25573.76014,0,0,0,0,0,0,-352930.6315,164441.9187,96579.04385,-0.490123627,-0.746651136,-0.392788046
1117.282716,-48535.12142,-35435.33295,-22670.00639,1.639499421,0.107118419,-0.146234401,25573.76014,0,0,0,0,0,0,-352960.0349,164397.1178,96555.47548,-0.48999033,-0.746712332,-0.392824117
1118.282716,-48436.61996,-35428.80978,-22678.71898,1.64388371,0.110322353,-0.144183957,25573.76014,0,0,0,0,0,0,-352989.4303,164352.3133,96531.90495,-0.489857023,-0.746773511,-0.392860179
1119.282716,-48337.85525,-35422.09405,-22687.3083,1.648274466,0.113536952,-0.142125518,25573.76014,0,0,0,0,0,0,-353018.8177,164307.505,96508.33226,-0.489723708,-0.746834673,-0.392896231
1120.282716,-48238.8269,-35415.18513,-22695.77388,1.652671733,0.11676229,-0.140059028,25573.76014,0,0,0,0,0,0,-353048.1971,164262.6931,96484.75741,-0.489590383,-0.746895817,-0.392932274
1121.282716,-48139.53451,-35408.08236,-22704.11522,1.657075555,0.119998441,-0.137984431,25573.76014,0,0,0,0,0,0,-353077.5686,164217.8775,96461.18039,-0.489457048,-0.746956943,-0.392968308
1122.282716,-48039.9777,-35400.7851,-22712.33185,1.661485976,0.123245482,-0.135901671,25573.76014,0,0,0,0,0,0,-353106.932,164173.0583,96437.60121,-0.489323705,-0.747018053,-0.393004333
1123.282716,-47940.15606,-35393.29268,-22720.42326,1.665903041,0.126503488,-0.133810691,25573.76014,0,0,0,0,0,0,-353136.2874,164128.2354,96414.01987,-0.489190352,-0.747079145,-0.393040348
